Rule,Support,Confidence
h_Dem-N-Num-A=0 & l_N-Dem-Num-A=0 --> d_Dem-Num-N-A=0, 2, 0.25
l_N-Dem-Num-A=0 --> h_Dem-N-Num-A=0 & d_Dem-Num-N-A=0, 2, 0.02666666666666667
h_Dem-N-Num-A=0 --> d_Dem-Num-N-A=0 & l_N-Dem-Num-A=0, 2, 0.024691358024691357
d_Dem-Num-N-A=0 & m_Num-A-N-Dem=0 --> e_Num-N-A-Dem=0, 2, 0.4
e_Num-N-A-Dem=0 & m_Num-A-N-Dem=0 --> d_Dem-Num-N-A=0, 2, 0.09523809523809523
m_Num-A-N-Dem=0 --> e_Num-N-A-Dem=0 & d_Dem-Num-N-A=0, 2, 0.025
e_Num-N-A-Dem=0 & d_Dem-Num-N-A=0 --> m_Num-A-N-Dem=0, 2, 0.13333333333333333
d_Dem-Num-N-A=0 --> e_Num-N-A-Dem=0 & m_Num-A-N-Dem=0, 2, 0.010309278350515464
e_Num-N-A-Dem=0 --> d_Dem-Num-N-A=0 & m_Num-A-N-Dem=0, 2, 0.008130081300813009
c_Dem-N-A-Num=0 & i_Dem-A-N-Num=0 --> o_A-N-Num-Dem=0, 2, 0.11764705882352941
o_A-N-Num-Dem=0 & i_Dem-A-N-Num=0 --> c_Dem-N-A-Num=0, 2, 0.5
i_Dem-A-N-Num=0 --> o_A-N-Num-Dem=0 & c_Dem-N-A-Num=0, 2, 0.025
o_A-N-Num-Dem=0 & c_Dem-N-A-Num=0 --> i_Dem-A-N-Num=0, 2, 0.6666666666666666
c_Dem-N-A-Num=0 --> o_A-N-Num-Dem=0 & i_Dem-A-N-Num=0, 2, 0.010638297872340425
o_A-N-Num-Dem=0 --> c_Dem-N-A-Num=0 & i_Dem-A-N-Num=0, 2, 0.044444444444444446
g_N-Num-A-Dem=0 & d_Dem-Num-N-A=0 --> a_N-A-Num-Dem=0, 2, 0.4
a_N-A-Num-Dem=0 & d_Dem-Num-N-A=0 --> g_N-Num-A-Dem=0, 2, 0.2857142857142857
d_Dem-Num-N-A=0 --> a_N-A-Num-Dem=0 & g_N-Num-A-Dem=0, 2, 0.010309278350515464
a_N-A-Num-Dem=0 & g_N-Num-A-Dem=0 --> d_Dem-Num-N-A=0, 2, 0.029411764705882353
g_N-Num-A-Dem=0 --> a_N-A-Num-Dem=0 & d_Dem-Num-N-A=0, 2, 0.016
l_N-Dem-Num-A=0 & n_N-Dem-A-Num=0 --> h_Dem-N-Num-A=0, 2, 0.2222222222222222
n_N-Dem-A-Num=0 --> h_Dem-N-Num-A=0 & l_N-Dem-Num-A=0, 2, 0.046511627906976744
l_N-Dem-Num-A=0 --> h_Dem-N-Num-A=0 & n_N-Dem-A-Num=0, 2, 0.02666666666666667
h_Dem-N-Num-A=0 & n_N-Dem-A-Num=0 --> l_N-Dem-Num-A=0, 2, 0.6666666666666666
h_Dem-N-Num-A=0 & l_N-Dem-Num-A=0 --> n_N-Dem-A-Num=0, 2, 0.25
h_Dem-N-Num-A=0 --> l_N-Dem-Num-A=0 & n_N-Dem-A-Num=0, 2, 0.024691358024691357
o_A-N-Num-Dem=0 & f_N-A-Dem-Num=0 --> a_N-A-Num-Dem=0, 2, 0.6666666666666666
a_N-A-Num-Dem=0 & f_N-A-Dem-Num=0 --> o_A-N-Num-Dem=0, 2, 0.07407407407407407
f_N-A-Dem-Num=0 --> a_N-A-Num-Dem=0 & o_A-N-Num-Dem=0, 2, 0.018691588785046728
a_N-A-Num-Dem=0 & o_A-N-Num-Dem=0 --> f_N-A-Dem-Num=0, 2, 0.08333333333333333
o_A-N-Num-Dem=0 --> a_N-A-Num-Dem=0 & f_N-A-Dem-Num=0, 2, 0.044444444444444446
c_Dem-N-A-Num=0 & i_Dem-A-N-Num=0 --> h_Dem-N-Num-A=0, 2, 0.11764705882352941
i_Dem-A-N-Num=0 --> h_Dem-N-Num-A=0 & c_Dem-N-A-Num=0, 2, 0.025
h_Dem-N-Num-A=0 & i_Dem-A-N-Num=0 --> c_Dem-N-A-Num=0, 2, 0.2222222222222222
h_Dem-N-Num-A=0 & c_Dem-N-A-Num=0 --> i_Dem-A-N-Num=0, 2, 0.08333333333333333
c_Dem-N-A-Num=0 --> h_Dem-N-Num-A=0 & i_Dem-A-N-Num=0, 2, 0.010638297872340425
h_Dem-N-Num-A=0 --> c_Dem-N-A-Num=0 & i_Dem-A-N-Num=0, 2, 0.024691358024691357
i_Dem-A-N-Num=0 & b_Dem-Num-A-N=0 --> h_Dem-N-Num-A=0, 2, 0.08333333333333333
i_Dem-A-N-Num=0 --> h_Dem-N-Num-A=0 & b_Dem-Num-A-N=0, 2, 0.025
h_Dem-N-Num-A=0 & b_Dem-Num-A-N=0 --> i_Dem-A-N-Num=0, 2, 0.4
b_Dem-Num-A-N=0 --> h_Dem-N-Num-A=0 & i_Dem-A-N-Num=0, 2, 0.005449591280653951
h_Dem-N-Num-A=0 --> i_Dem-A-N-Num=0 & b_Dem-Num-A-N=0, 2, 0.024691358024691357
h_Dem-N-Num-A=0 & i_Dem-A-N-Num=0 --> b_Dem-Num-A-N=0, 2, 0.2222222222222222
g_N-Num-A-Dem=0 & i_Dem-A-N-Num=0 --> h_Dem-N-Num-A=0, 2, 1.0
i_Dem-A-N-Num=0 --> h_Dem-N-Num-A=0 & g_N-Num-A-Dem=0, 2, 0.025
h_Dem-N-Num-A=0 & i_Dem-A-N-Num=0 --> g_N-Num-A-Dem=0, 2, 0.2222222222222222
h_Dem-N-Num-A=0 & g_N-Num-A-Dem=0 --> i_Dem-A-N-Num=0, 2, 0.25
g_N-Num-A-Dem=0 --> h_Dem-N-Num-A=0 & i_Dem-A-N-Num=0, 2, 0.016
h_Dem-N-Num-A=0 --> g_N-Num-A-Dem=0 & i_Dem-A-N-Num=0, 2, 0.024691358024691357
i_Dem-A-N-Num=0 & b_Dem-Num-A-N=0 --> c_Dem-N-A-Num=0, 2, 0.08333333333333333
c_Dem-N-A-Num=0 & b_Dem-Num-A-N=0 --> i_Dem-A-N-Num=0, 2, 0.2857142857142857
b_Dem-Num-A-N=0 --> c_Dem-N-A-Num=0 & i_Dem-A-N-Num=0, 2, 0.005449591280653951
c_Dem-N-A-Num=0 --> i_Dem-A-N-Num=0 & b_Dem-Num-A-N=0, 2, 0.010638297872340425
c_Dem-N-A-Num=0 & i_Dem-A-N-Num=0 --> b_Dem-Num-A-N=0, 2, 0.11764705882352941
i_Dem-A-N-Num=0 --> c_Dem-N-A-Num=0 & b_Dem-Num-A-N=0, 2, 0.025
d_Dem-Num-N-A=0 & b_Dem-Num-A-N=0 --> c_Dem-N-A-Num=0, 2, 0.03278688524590164
c_Dem-N-A-Num=0 & b_Dem-Num-A-N=0 --> d_Dem-Num-N-A=0, 2, 0.2857142857142857
b_Dem-Num-A-N=0 --> c_Dem-N-A-Num=0 & d_Dem-Num-N-A=0, 2, 0.005449591280653951
c_Dem-N-A-Num=0 --> d_Dem-Num-N-A=0 & b_Dem-Num-A-N=0, 2, 0.010638297872340425
c_Dem-N-A-Num=0 & d_Dem-Num-N-A=0 --> b_Dem-Num-A-N=0, 2, 0.2857142857142857
d_Dem-Num-N-A=0 --> c_Dem-N-A-Num=0 & b_Dem-Num-A-N=0, 2, 0.010309278350515464
f_N-A-Dem-Num=0 & n_N-Dem-A-Num=0 --> c_Dem-N-A-Num=0, 2, 0.5
c_Dem-N-A-Num=0 & n_N-Dem-A-Num=0 --> f_N-A-Dem-Num=0, 2, 0.2857142857142857
n_N-Dem-A-Num=0 --> c_Dem-N-A-Num=0 & f_N-A-Dem-Num=0, 2, 0.046511627906976744
c_Dem-N-A-Num=0 & f_N-A-Dem-Num=0 --> n_N-Dem-A-Num=0, 2, 0.3333333333333333
f_N-A-Dem-Num=0 --> c_Dem-N-A-Num=0 & n_N-Dem-A-Num=0, 2, 0.018691588785046728
c_Dem-N-A-Num=0 --> f_N-A-Dem-Num=0 & n_N-Dem-A-Num=0, 2, 0.010638297872340425
g_N-Num-A-Dem=0 & n_N-Dem-A-Num=0 --> a_N-A-Num-Dem=0, 2, 0.5
a_N-A-Num-Dem=0 & n_N-Dem-A-Num=0 --> g_N-Num-A-Dem=0, 2, 0.4
n_N-Dem-A-Num=0 --> a_N-A-Num-Dem=0 & g_N-Num-A-Dem=0, 2, 0.046511627906976744
a_N-A-Num-Dem=0 & g_N-Num-A-Dem=0 --> n_N-Dem-A-Num=0, 2, 0.029411764705882353
g_N-Num-A-Dem=0 --> a_N-A-Num-Dem=0 & n_N-Dem-A-Num=0, 2, 0.016
l_N-Dem-Num-A=0 & n_N-Dem-A-Num=0 --> c_Dem-N-A-Num=0, 2, 0.2222222222222222
c_Dem-N-A-Num=0 & n_N-Dem-A-Num=0 --> l_N-Dem-Num-A=0, 2, 0.2857142857142857
n_N-Dem-A-Num=0 --> c_Dem-N-A-Num=0 & l_N-Dem-Num-A=0, 2, 0.046511627906976744
c_Dem-N-A-Num=0 & l_N-Dem-Num-A=0 --> n_N-Dem-A-Num=0, 2, 0.4
l_N-Dem-Num-A=0 --> c_Dem-N-A-Num=0 & n_N-Dem-A-Num=0, 2, 0.02666666666666667
c_Dem-N-A-Num=0 --> l_N-Dem-Num-A=0 & n_N-Dem-A-Num=0, 2, 0.010638297872340425
c_Dem-N-A-Num=0 & n_N-Dem-A-Num=0 --> h_Dem-N-Num-A=0, 2, 0.2857142857142857
n_N-Dem-A-Num=0 --> h_Dem-N-Num-A=0 & c_Dem-N-A-Num=0, 2, 0.046511627906976744
c_Dem-N-A-Num=0 --> h_Dem-N-Num-A=0 & n_N-Dem-A-Num=0, 2, 0.010638297872340425
h_Dem-N-Num-A=0 & n_N-Dem-A-Num=0 --> c_Dem-N-A-Num=0, 2, 0.6666666666666666
h_Dem-N-Num-A=0 & c_Dem-N-A-Num=0 --> n_N-Dem-A-Num=0, 2, 0.08333333333333333
h_Dem-N-Num-A=0 --> c_Dem-N-A-Num=0 & n_N-Dem-A-Num=0, 2, 0.024691358024691357
b_Dem-Num-A-N=0 & m_Num-A-N-Dem=0 --> i_Dem-A-N-Num=0, 2, 0.16666666666666666
m_Num-A-N-Dem=0 --> i_Dem-A-N-Num=0 & b_Dem-Num-A-N=0, 2, 0.025
i_Dem-A-N-Num=0 & m_Num-A-N-Dem=0 --> b_Dem-Num-A-N=0, 2, 1.0
i_Dem-A-N-Num=0 & b_Dem-Num-A-N=0 --> m_Num-A-N-Dem=0, 2, 0.08333333333333333
b_Dem-Num-A-N=0 --> i_Dem-A-N-Num=0 & m_Num-A-N-Dem=0, 2, 0.005449591280653951
i_Dem-A-N-Num=0 --> b_Dem-Num-A-N=0 & m_Num-A-N-Dem=0, 2, 0.025
m_Num-A-N-Dem=0 --> i_Dem-A-N-Num=0, 2, 0.025
i_Dem-A-N-Num=0 --> m_Num-A-N-Dem=0, 2, 0.025
l_N-Dem-Num-A=0 --> q_N-Num-Dem-A=0, 2, 0.02666666666666667
q_N-Num-Dem-A=0 --> l_N-Dem-Num-A=0, 2, 0.3333333333333333
i_Dem-A-N-Num=0 --> g_N-Num-A-Dem=0, 2, 0.025
g_N-Num-A-Dem=0 --> i_Dem-A-N-Num=0, 2, 0.016
i_Dem-A-N-Num=0 --> p_A-N-Dem-Num=0, 2, 0.025
p_A-N-Dem-Num=0 --> i_Dem-A-N-Num=0, 2, 0.07692307692307693
e_Num-N-A-Dem=0 --> h_Dem-N-Num-A=0, 2, 0.008130081300813009
h_Dem-N-Num-A=0 --> e_Num-N-A-Dem=0, 2, 0.024691358024691357
d_Dem-Num-N-A=0 --> v_Num-N-Dem-A=0, 2, 0.010309278350515464
v_Num-N-Dem-A=0 --> d_Dem-Num-N-A=0, 2, 0.5
p_A-N-Dem-Num=0 --> a_N-A-Num-Dem=0, 2, 0.07692307692307693
m_Num-A-N-Dem=0 --> a_N-A-Num-Dem=0, 2, 0.025
l_N-Dem-Num-A=0 --> p_A-N-Dem-Num=0, 2, 0.02666666666666667
p_A-N-Dem-Num=0 --> l_N-Dem-Num-A=0, 2, 0.07692307692307693
m_Num-A-N-Dem=0 --> o_A-N-Num-Dem=0, 2, 0.025
o_A-N-Num-Dem=0 --> m_Num-A-N-Dem=0, 2, 0.044444444444444446
v_Num-N-Dem-A=0 --> e_Num-N-A-Dem=0, 2, 0.5
e_Num-N-A-Dem=0 --> v_Num-N-Dem-A=0, 2, 0.008130081300813009
b_Dem-Num-A-N=0 --> l_N-Dem-Num-A=0, 2, 0.005449591280653951
l_N-Dem-Num-A=0 --> b_Dem-Num-A-N=0, 2, 0.02666666666666667
